ID,Name,Age,Potential,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Rating
203048,J. Riley,26,66,Right,1,4,2,6'0,157lbs,57,49,57,59,32,62,52,56,58,62,76,78,75,64,73,67,64,72,65,63,66,65,52,55,41,54,62,64,61,15,8,7,11,10,65
211240,J. López,26,65,Right,1,3,3,5'8,139lbs,57,60,44,65,52,67,63,50,60,66,72,64,72,60,81,57,56,60,52,51,42,33,65,63,48,61,35,44,45,16,14,13,11,10,65
227880,C. Stokes,27,66,Left,1,3,2,6'1,183lbs,56,22,65,54,30,53,42,27,50,53,44,50,57,63,49,56,71,59,75,48,66,63,44,51,36,59,65,65,64,10,14,13,15,9,65
231976,J. Campbell,25,69,Right,1,3,2,6'2,187lbs,41,22,62,66,22,23,29,26,58,49,54,42,43,58,44,34,71,66,78,21,69,63,26,33,37,49,63,66,62,8,5,8,13,15,65
244008,Marcão,22,69,Right,1,2,2,6'2,174lbs,34,20,63,44,34,36,29,33,39,47,44,47,37,63,40,40,61,57,81,24,65,59,31,30,41,48,66,67,64,9,11,7,12,14,65
244520,D. Mungo,25,67,Right,1,3,3,5'9,150lbs,64,65,70,72,58,64,55,55,64,65,65,67,66,60,77,65,66,76,56,62,62,55,60,54,65,59,55,57,55,11,12,14,10,13,65
188968,G. Marinelli,29,66,Right,1,3,1,5'11,174lbs,12,15,21,17,14,14,16,16,18,25,30,39,31,58,58,12,61,33,28,13,21,23,17,31,18,38,13,18,15,65,62,66,65,67,65
209961,G. Wegkamp,25,70,Right,1,3,2,6'4,185lbs,52,62,67,61,56,60,38,46,38,61,62,66,51,61,38,68,58,69,84,58,54,27,62,54,67,62,36,30,28,14,10,8,13,6,65
224297,A. Gersbach,21,75,Left,1,3,2,6'0,161lbs,61,34,53,60,33,59,54,44,50,60,82,80,79,60,69,36,62,73,71,34,61,61,59,54,33,60,63,63,61,10,7,9,7,11,65
236585,You Ju An,19,73,Right,1,3,2,5'9,152lbs,50,65,63,66,63,62,56,37,62,63,72,73,74,61,74,63,58,65,69,52,57,31,65,65,55,64,31,38,36,7,12,11,14,12,65
107305,M. Tacalfred,37,65,Right,1,2,2,5'9,172lbs,60,21,63,66,40,51,53,50,60,57,35,34,43,54,69,65,74,52,71,53,69,63,37,44,47,64,65,62,63,14,6,13,16,9,65
244521,I. Durmuş,24,69,Left,1,3,3,5'11,161lbs,63,64,35,63,57,65,64,61,56,61,80,75,67,61,70,64,60,64,56,62,56,57,60,65,60,62,50,55,51,7,10,7,9,12,65
246057,J. Méndez,21,74,Right,1,3,2,5'10,154lbs,62,56,62,69,48,58,32,54,67,56,70,71,74,66,72,64,66,69,58,62,67,65,52,55,49,57,64,63,59,7,10,9,14,13,65
214314,A. Otero,34,65,Right,1,2,1,6'1,165lbs,15,16,18,25,18,19,16,16,20,19,49,45,35,58,46,25,51,36,57,20,23,23,20,28,25,37,29,16,19,55,70,69,75,58,65
236586,Kim Jin Ya,20,77,Right,1,4,2,5'10,139lbs,62,55,47,56,53,67,63,64,53,60,81,80,79,62,74,55,57,83,53,48,66,47,59,61,49,57,62,58,54,11,13,12,6,11,65
186922,D. Christensen,29,65,Left,1,3,2,5'8,168lbs,63,51,61,64,53,56,58,50,56,63,70,69,80,66,74,51,63,66,58,54,56,60,46,52,45,77,63,66,64,16,9,16,13,7,65
206635,N. DeLeon,27,65,Right,1,4,3,5'10,170lbs,51,52,55,61,55,68,67,59,59,66,75,66,70,68,66,72,70,70,64,69,67,66,60,52,52,63,66,68,62,8,12,7,8,14,65
207659,L. Grozurek,26,66,Right,1,4,3,6'2,183lbs,62,63,61,60,61,65,63,31,51,64,74,78,72,58,44,64,71,82,80,62,46,25,57,55,56,59,37,33,25,15,14,9,15,7,65
214315,L. Narváez,33,65,Right,1,3,2,5'10,181lbs,46,52,73,69,29,21,36,31,71,60,43,46,42,64,59,45,41,56,75,28,78,51,48,44,60,66,68,72,63,9,7,10,13,10,65
170027,R. McArdle,31,65,Right,1,3,2,6'1,161lbs,37,12,67,53,13,27,19,20,38,47,44,48,64,59,54,50,80,64,77,18,69,61,25,46,28,58,63,65,64,7,10,9,10,9,65
236843,J. Pérez,20,81,Left,1,3,3,5'5,141lbs,65,58,53,65,59,69,58,56,52,67,69,66,71,57,84,67,45,34,34,62,39,29,61,64,68,58,58,35,36,7,11,6,11,7,65
239403,Loureiro,21,73,Right,1,3,3,5'11,168lbs,59,33,62,59,36,63,38,37,31,65,63,62,49,65,81,32,58,68,69,28,54,62,51,37,44,50,58,73,69,9,7,13,11,13,65
244523,Javi Hernández,20,79,Left,1,2,2,6'0,159lbs,67,24,61,62,24,60,60,30,46,64,72,71,53,55,57,60,66,64,69,35,60,65,58,40,40,52,64,65,62,14,6,9,6,12,65
197932,K. Appiah,27,65,Right,1,4,2,5'11,176lbs,55,64,51,53,51,58,50,47,43,63,87,84,80,68,82,58,68,69,71,56,56,40,70,45,58,66,32,31,25,8,6,13,10,6,65
205868,R. Kirilov,26,66,Right,1,3,3,5'7,132lbs,65,53,59,65,51,71,56,39,59,71,79,79,89,53,89,53,55,68,33,50,29,18,55,51,58,53,36,23,14,6,9,13,5,14,65
224300,H. Matynia,22,72,Right,1,4,2,5'11,154lbs,60,45,55,58,42,53,53,36,37,59,79,79,79,63,75,51,82,74,44,40,59,62,31,45,46,54,59,63,62,11,13,15,15,8,65
243756,Fran Gámez,26,66,Right,1,3,2,5'9,157lbs,55,46,60,63,37,60,62,33,57,64,73,75,61,61,74,57,60,72,65,42,60,59,51,50,41,54,64,66,65,6,11,10,10,7,65
209965,O. Ademi,26,66,Right,1,3,2,6'2,187lbs,40,61,67,57,53,58,47,46,41,61,63,67,55,64,52,68,60,63,85,55,71,23,62,50,55,58,28,20,26,11,15,10,16,6,65
152621,J. Bjørdal,32,65,Right,1,2,2,6'2,181lbs,44,32,65,60,31,40,25,27,61,57,60,55,61,58,56,67,67,69,83,52,68,60,44,57,34,69,61,63,63,16,13,6,10,10,65
183597,A. Stolz,34,65,Right,1,2,1,6'2,196lbs,12,15,11,23,14,14,9,14,38,22,44,46,50,56,32,23,67,41,64,14,37,19,12,25,21,50,14,19,10,69,67,66,63,63,65
205870,Borja García,28,67,Left,1,2,2,5'11,163lbs,27,19,48,61,23,34,21,25,61,56,55,62,47,56,61,42,77,63,70,27,73,62,26,37,39,58,69,66,64,12,9,12,9,11,65
219950,N. Sonko Sundberg,22,72,Right,1,3,2,6'2,185lbs,34,41,66,53,44,43,35,30,57,56,66,73,56,57,57,55,77,66,80,46,66,62,33,44,39,53,62,62,60,8,10,14,11,7,65
224046,T. Božić,30,65,Right,1,3,2,6'0,170lbs,25,27,66,46,32,44,25,27,42,46,68,66,74,58,60,34,72,63,71,20,60,65,29,34,37,47,66,65,67,11,9,6,8,8,65
238126,Guridi,23,73,Left,1,3,3,5'10,141lbs,44,63,43,72,38,67,45,45,68,65,54,62,62,63,74,51,43,37,32,62,38,61,60,62,43,58,35,65,53,12,8,9,11,13,65
240942,Fabio González,21,73,Right,1,3,2,5'9,143lbs,45,57,63,70,41,59,50,44,65,64,65,60,63,62,75,56,70,61,61,56,59,65,55,59,48,58,63,62,58,11,7,11,7,5,65
190254,W. Thomas,31,65,Right,1,4,2,5'11,168lbs,36,64,64,55,59,59,45,37,42,62,73,79,82,66,78,66,81,78,74,60,82,29,62,44,61,57,22,17,19,5,7,7,6,7,65
241967,M. Costly,22,72,Right,1,4,3,6'0,165lbs,67,54,40,63,40,66,46,30,51,63,81,82,78,58,71,48,66,65,60,47,53,63,62,60,38,54,54,63,61,7,14,7,9,13,65
223792,T. Knoflach,24,71,Right,1,3,1,6'0,181lbs,13,20,21,29,18,17,19,13,19,18,46,48,45,53,56,23,62,33,70,19,24,20,14,13,25,23,17,17,19,66,60,61,65,71,65
225072,Z. Vyner,21,72,Right,1,3,2,6'2,150lbs,55,29,66,55,22,56,40,22,52,58,73,67,64,60,56,39,76,73,74,28,60,64,51,50,36,54,64,65,66,9,8,7,10,9,65
233520,B. Atik,23,72,Right,1,4,3,5'7,159lbs,56,55,33,66,50,68,52,46,50,66,76,67,92,58,90,57,81,65,42,46,41,25,63,61,57,59,50,20,26,8,14,10,14,12,65
235568,L. Goujon,22,74,Right,1,3,3,5'11,150lbs,54,41,61,67,42,65,34,29,67,68,61,61,61,59,70,52,82,70,61,54,55,68,68,59,42,66,64,65,63,12,11,9,12,14,65
213553,M. Ferrier,23,70,Right,1,3,2,6'0,165lbs,42,62,58,52,53,66,57,50,40,62,86,86,75,54,73,70,74,78,77,54,69,15,63,54,60,63,22,24,16,9,6,16,14,11,65
214065,H. Salinas,28,65,Left,1,3,2,5'7,163lbs,71,59,47,62,40,59,70,71,59,67,81,83,82,54,75,71,62,76,65,72,64,60,51,60,59,48,55,61,52,9,9,8,10,8,65
232753,K. Nakamachi,32,65,Right,1,3,2,5'9,163lbs,43,42,42,68,44,44,39,35,61,67,58,51,77,58,70,57,59,63,69,49,73,68,53,54,39,72,60,62,64,11,10,12,12,10,65
243249,J. Ekkelenkamp,18,78,Right,1,3,3,6'0,165lbs,54,65,58,63,55,64,54,48,66,68,65,65,68,70,64,62,62,61,59,52,45,57,68,59,55,58,54,62,55,13,6,12,14,6,65
246065,L. Haquin,20,72,Right,1,3,2,5'11,168lbs,28,21,70,50,26,26,22,26,47,30,57,59,42,71,64,47,73,83,57,21,71,63,18,30,42,42,67,69,69,15,11,14,11,14,65
193073,L. Legge,33,65,Right,1,3,2,6'4,176lbs,28,27,60,41,15,31,31,25,46,43,53,40,40,59,67,31,88,68,89,20,78,55,36,49,27,60,70,59,64,8,10,7,13,6,65
197170,K. Harris,25,68,Right,1,3,3,5'9,150lbs,61,54,29,63,18,71,34,25,52,68,86,78,86,56,87,53,75,67,58,49,33,29,55,48,40,49,25,26,28,7,14,9,14,10,65
214578,S. Avellaneda,28,67,Right,1,3,1,6'0,185lbs,13,15,15,25,11,19,16,19,17,25,43,47,34,58,44,21,50,33,50,15,20,18,12,21,20,36,17,19,14,68,61,52,62,71,65
236850,F. Ávila,24,71,Right,1,3,3,5'10,154lbs,60,32,60,70,34,70,30,30,65,68,73,83,79,67,78,52,62,67,63,38,57,63,51,65,39,56,64,57,60,15,6,15,10,12,65
181298,M. Almebäck,30,65,Right,1,2,2,6'0,183lbs,46,21,62,44,31,34,27,23,50,42,72,75,54,58,65,48,74,74,80,33,76,60,18,38,28,52,64,64,66,11,7,7,16,11,65
225075,J. Günther-Schmidt,23,72,Right,1,3,3,6'0,179lbs,52,63,57,57,57,64,58,45,38,65,68,72,72,62,68,71,58,50,69,59,48,15,61,51,60,56,28,14,19,8,8,11,8,8,65
231219,B. Rivero,22,75,Right,1,2,2,5'7,163lbs,46,36,56,67,32,56,42,43,59,65,65,63,65,61,67,54,61,69,66,35,67,62,52,65,48,60,61,65,63,13,7,5,11,14,65
242739,L. Argudo,22,72,Right,1,4,3,5'9,150lbs,59,55,44,67,50,65,61,48,54,66,71,75,75,63,82,62,57,69,51,51,58,39,64,62,60,65,58,39,32,13,15,8,15,15,65
183347,J. Leutwiler,29,65,Right,1,2,1,6'4,176lbs,16,16,14,41,11,13,11,11,44,35,44,48,59,58,36,49,65,41,64,13,29,12,14,47,26,53,30,11,11,65,62,63,66,67,65
214836,J. Ortiz,27,65,Left,1,3,2,5'7,161lbs,58,51,34,65,36,58,61,56,63,59,90,86,81,71,82,53,59,64,51,69,60,71,67,52,44,47,57,59,65,10,10,6,10,14,65
238900,E. Demirović,20,79,Right,1,3,2,6'0,168lbs,34,68,64,49,55,59,48,30,31,64,66,59,66,57,64,76,72,53,77,64,65,20,56,37,61,60,50,28,23,9,8,9,7,6,65
242228,H. Petryk,23,72,Right,1,3,3,6'0,176lbs,57,35,42,61,22,67,33,31,32,65,72,69,62,61,60,27,65,70,67,24,56,62,56,45,30,60,65,68,65,6,14,8,14,6,65
189492,S. O'Keefe,27,65,Right,1,3,2,5'8,141lbs,52,55,49,66,57,61,49,36,62,67,63,58,74,60,77,62,53,74,65,63,70,65,57,62,41,57,60,65,53,10,11,11,16,9,65
221493,Woo Ju Sung,25,68,Right,1,3,2,6'0,165lbs,60,42,67,62,21,57,26,56,52,59,63,63,57,65,61,59,75,77,75,58,70,71,43,47,32,59,47,65,64,7,10,8,7,9,65
244789,A. Čermák,23,72,Left,1,3,3,5'11,165lbs,41,49,43,71,40,70,48,41,68,63,60,65,51,63,64,49,50,47,54,57,46,24,61,70,41,50,36,48,51,10,9,12,10,8,65
189237,E. Schreiner,29,65,Left,1,3,2,5'11,163lbs,62,48,52,63,52,62,59,54,53,61,69,72,71,62,66,59,63,74,67,53,73,62,53,54,45,57,59,65,61,16,12,13,10,14,65
240694,A. Ba,19,78,Right,1,3,2,6'0,163lbs,45,46,66,67,45,65,36,39,63,67,66,67,59,63,69,56,68,75,71,51,65,56,63,61,45,47,61,60,55,6,12,10,13,9,65
244790,U. Moses Ekpai,22,73,Right,1,3,2,5'9,165lbs,58,65,51,59,62,66,48,38,53,67,75,76,73,65,73,66,50,63,47,56,34,20,68,58,50,46,22,22,19,14,12,6,15,7,65
184630,L. Daniels,30,65,Right,1,3,1,6'5,198lbs,12,12,14,38,13,11,20,18,31,25,61,52,45,54,52,23,73,37,57,12,32,24,14,37,41,44,29,12,11,65,60,63,60,75,65
201527,R. Laursen,26,68,Right,1,2,2,6'0,174lbs,62,31,55,61,30,58,37,30,55,65,84,84,70,51,65,45,37,79,60,33,56,51,57,42,34,56,58,64,62,10,16,9,9,9,65
228151,J. Cullen,22,75,Right,1,3,3,5'9,154lbs,51,44,50,68,48,67,59,53,64,67,73,67,71,66,78,52,55,75,54,51,76,51,56,66,58,66,55,59,60,9,12,15,11,9,65
229175,N. Kijewski,22,73,Left,1,3,3,5'9,163lbs,60,30,54,61,28,66,52,47,67,66,73,74,73,55,76,45,90,65,59,46,60,66,48,50,34,55,61,64,65,6,6,9,8,8,65
237368,B. Passi,20,76,Right,1,3,2,6'2,172lbs,61,36,63,68,34,59,40,44,63,54,52,63,57,54,51,55,68,34,75,32,63,66,31,45,51,56,62,65,60,8,7,13,12,8,65
239928,T. Müller,23,69,Right,1,4,2,6'2,174lbs,28,20,63,55,22,31,22,24,50,44,65,68,59,59,53,42,72,64,75,25,66,64,22,39,30,63,63,64,61,10,5,13,9,8,65
244792,R. Procházka,29,65,Right,1,3,2,6'0,170lbs,38,26,45,61,25,44,49,53,58,54,56,58,59,69,60,49,61,63,68,54,56,67,32,61,38,62,69,69,70,6,10,9,11,7,65
138297,A. Alvarez,33,65,Left,1,2,3,5'9,170lbs,65,59,49,63,60,69,67,66,53,66,68,72,72,65,72,72,51,42,59,65,61,37,62,62,63,62,46,45,51,16,10,16,14,6,65
211001,Alex Vallejo,26,69,Right,1,3,2,6'2,163lbs,54,39,49,69,42,49,40,39,67,70,33,34,68,63,41,47,72,30,82,48,61,64,49,62,48,55,60,67,63,14,6,12,11,6,65
219449,M. Pepić,22,72,Left,1,4,3,5'10,170lbs,57,54,48,67,45,70,64,54,64,67,68,68,80,61,77,61,74,68,64,54,54,60,59,65,48,62,60,62,58,8,15,11,13,14,65
234553,Matheus Jesus,21,76,Left,1,3,2,6'2,176lbs,51,49,60,67,48,69,51,53,64,67,63,70,61,59,55,76,72,70,74,73,64,60,42,55,56,49,57,69,68,14,9,8,6,9,65
239417,M. Gebers,32,65,Right,1,2,2,6'2,168lbs,27,18,66,53,23,26,23,21,48,49,62,63,50,61,52,39,66,52,76,21,62,63,23,30,33,57,62,64,68,10,6,7,14,15,65
187193,E. Pimentel,28,65,Right,1,2,2,5'9,170lbs,53,34,65,59,30,38,46,31,49,39,63,61,60,58,61,35,82,48,78,32,78,56,35,31,44,56,62,63,62,16,13,10,7,6,65
224570,A. Jackson-Hamel,24,69,Right,1,2,3,6'1,187lbs,29,65,65,53,60,56,51,30,34,58,75,80,57,56,61,70,73,50,76,55,69,18,66,57,50,59,34,24,16,11,7,12,16,7,65
230458,Paulito Zanon,26,65,Right,1,2,2,6'1,176lbs,39,43,69,49,45,32,42,43,71,55,63,57,56,53,47,62,66,74,75,52,84,71,32,42,58,51,67,71,55,13,17,11,19,13,65
232250,L. Amos,21,79,Left,1,4,3,5'10,159lbs,57,44,44,70,36,61,54,48,67,62,59,64,67,60,71,57,65,72,62,62,66,57,48,70,45,63,62,66,61,11,8,14,12,9,65
242490,S. Gomez,22,75,Left,1,3,3,5'7,148lbs,40,51,43,72,34,63,38,38,66,66,64,60,57,62,70,56,58,79,65,54,52,60,52,58,54,63,71,60,54,11,8,14,13,6,65
204091,Omar Santana,27,65,Right,1,3,3,5'9,143lbs,46,57,44,63,52,67,53,59,57,71,69,69,71,69,69,45,60,63,52,49,49,39,64,60,48,53,44,55,51,12,14,13,6,7,65
206139,Y. M'Bone,25,70,Right,1,3,2,6'1,181lbs,55,49,68,62,50,57,50,46,55,58,52,51,57,62,55,57,64,83,75,42,68,64,42,50,53,64,60,61,60,7,10,13,15,13,65
210747,Salva Ruíz,23,70,Left,1,3,2,5'10,161lbs,70,25,46,70,25,60,60,44,58,63,68,60,65,58,63,41,71,54,72,23,68,70,58,50,36,55,65,70,65,15,13,16,6,14,65
214587,J. Deschamps,34,65,Right,1,2,1,6'0,170lbs,28,20,30,25,20,7,12,23,45,23,41,48,69,68,57,42,56,25,55,20,25,16,15,62,29,55,12,11,13,66,61,63,65,61,65
241467,F. Feuillassier,20,80,Right,1,4,3,5'8,152lbs,64,72,49,62,55,70,44,45,45,65,68,68,67,53,78,72,47,62,61,71,45,22,58,56,50,54,35,23,20,7,13,9,13,5,65
181307,P. Haglund,31,65,Right,1,3,2,6'2,194lbs,40,58,75,67,45,56,48,42,62,62,48,52,50,66,51,68,66,78,79,60,81,60,69,62,58,64,58,61,53,10,13,7,11,6,65
192315,Henrique,33,65,Right,1,3,3,5'5,132lbs,57,67,21,63,59,66,58,33,39,64,76,73,84,54,92,67,56,59,29,63,30,27,70,50,72,68,31,35,23,9,13,16,6,12,65
204860,K. Hemmings,26,66,Right,1,3,3,6'1,172lbs,38,61,63,57,53,63,37,37,43,66,75,71,74,57,64,68,63,76,75,61,27,43,65,63,63,57,20,20,19,13,8,8,12,15,65
214588,P. Jerez,31,65,Right,1,3,2,5'11,176lbs,68,21,57,62,27,55,28,28,52,58,60,60,57,59,53,59,70,82,70,20,48,64,35,37,43,53,60,65,64,8,13,13,8,6,65
231484,W. Ponce,20,78,Right,1,3,3,5'11,150lbs,37,69,66,54,48,67,33,24,49,68,68,68,65,45,60,65,73,60,69,53,53,18,65,37,62,57,35,18,14,12,12,15,9,14,65
237116,K. Ford,22,74,Right,1,2,2,6'2,185lbs,25,29,60,50,26,39,18,23,27,43,64,71,59,62,58,30,77,68,84,16,77,60,27,34,38,48,62,65,61,14,14,15,14,10,65
182844,R. Grzyb,35,65,Right,1,3,2,5'9,165lbs,64,38,56,63,58,61,57,17,62,62,50,31,62,64,73,68,67,55,65,66,70,75,64,58,52,74,64,62,66,8,13,11,8,10,65
186172,G. Gunning,27,65,Left,1,2,2,6'2,176lbs,55,39,65,51,33,50,50,56,49,55,62,67,69,54,62,60,80,70,78,48,79,58,44,48,44,55,62,64,62,13,15,13,12,9,65
204349,I. Šehić,29,66,Right,1,1,1,6'3,174lbs,22,7,4,16,8,5,14,11,14,21,30,35,26,48,26,2,30,32,35,5,34,30,14,44,13,41,9,2,4,61,66,66,71,67,65
206653,B. Potts,23,70,Right,1,2,3,6'2,179lbs,54,64,58,66,32,63,53,57,58,65,72,66,62,62,59,68,59,80,73,48,49,52,55,69,48,56,57,56,50,16,13,13,15,16,65
17725,A. Hughes,38,65,Right,2,3,2,6'0,154lbs,46,34,69,52,33,43,42,25,47,39,22,26,43,52,52,48,58,55,77,26,66,63,29,41,45,52,67,69,66,8,6,16,12,11,65
192317,J. Steer,25,70,Left,1,2,1,6'0,176lbs,11,11,12,19,11,11,12,11,22,19,53,47,37,57,59,22,56,39,61,11,22,22,16,42,41,25,12,12,11,66,63,61,62,69,65
208958,K. Sharahili,31,65,Left,1,3,1,6'2,194lbs,12,12,13,30,11,15,16,15,20,20,40,45,36,62,47,23,57,36,78,19,22,15,11,67,18,56,11,18,18,66,60,64,67,66,65
221502,J. Hamilton,22,72,Left,1,3,2,6'0,183lbs,28,63,64,55,54,58,36,28,32,58,76,79,67,59,56,65,79,46,78,54,63,25,65,59,60,60,15,24,18,7,8,15,14,7,65
200255,J. Reimerink,28,65,Right,1,3,4,6'1,174lbs,62,48,44,60,61,67,73,63,63,64,84,76,80,67,59,58,54,65,61,62,40,21,55,60,60,62,26,23,44,13,14,7,12,16,65
205887,C. Woodrow,23,72,Right,1,3,2,6'0,163lbs,38,66,63,62,60,57,46,38,33,65,64,61,55,59,62,69,63,60,68,56,40,24,65,58,65,67,38,22,20,14,16,12,12,15,65
206399,D. Georgievski,30,65,Right,1,3,2,5'10,165lbs,60,54,56,63,31,61,62,44,59,62,72,72,65,66,68,62,69,78,73,62,86,64,58,55,45,62,63,64,57,14,9,12,11,16,65
226879,L. Escalante,26,65,Right,1,3,3,5'8,163lbs,57,64,58,61,56,67,50,57,48,66,76,70,71,63,78,63,66,73,64,60,52,18,65,61,59,64,19,17,16,8,13,11,15,9,65
231743,K. Davis,20,76,Right,1,2,3,6'2,165lbs,45,61,65,56,48,72,45,37,40,61,68,72,70,54,76,62,68,68,81,55,68,44,68,59,47,52,44,34,23,7,14,9,9,5,65
229440,V. Morales,27,67,Right,1,2,2,6'3,194lbs,26,20,63,40,28,46,50,25,41,43,51,68,33,66,34,45,70,45,84,25,62,61,49,31,35,58,67,65,61,15,7,12,10,8,65
231488,M. Omoh,26,65,Right,1,2,3,6'1,183lbs,62,54,41,52,47,74,61,36,43,67,93,87,75,55,76,68,58,68,78,50,65,27,50,57,45,66,33,29,23,11,14,14,13,8,65
239936,N. Guerra,19,78,Right,1,3,3,5'9,141lbs,32,68,61,60,50,66,34,32,56,67,74,71,70,58,72,64,71,68,61,55,49,18,63,53,57,55,15,18,16,10,10,8,14,14,65
193344,P. Schürpf,28,65,Left,1,2,2,6'3,183lbs,65,67,67,65,46,59,58,48,63,61,73,70,51,60,59,71,60,68,77,54,58,47,67,55,57,63,61,54,52,6,16,13,16,7,65
165185,C. Davies,32,65,Right,1,3,2,6'2,187lbs,48,64,68,35,63,61,68,63,20,65,57,67,54,55,70,70,72,71,88,64,70,29,65,54,67,55,44,21,16,7,16,6,11,14,65
231489,A. Keita,31,65,Right,1,2,1,6'1,165lbs,10,6,13,22,6,9,10,12,15,12,20,23,36,62,41,23,58,26,49,6,28,10,5,52,18,55,24,11,11,74,59,77,50,71,65
243521,I. Erquiaga,20,75,Left,1,3,3,5'10,139lbs,60,48,59,63,39,67,36,32,61,63,78,76,72,59,75,41,65,69,51,39,55,59,67,41,45,53,58,65,64,12,10,11,10,8,65
212546,M. Abena,23,69,Right,1,2,2,6'3,174lbs,57,30,68,63,48,57,38,21,56,60,67,73,53,60,55,63,71,75,86,32,72,64,48,37,38,65,62,66,61,9,9,9,13,8,65
213314,Ham Seok Min,24,72,Right,1,3,1,6'3,176lbs,18,19,15,26,16,13,16,12,33,25,42,44,70,59,48,16,55,23,67,11,17,18,11,28,16,36,27,15,13,65,64,68,65,65,65
219458,D. Wheeler,27,65,Right,1,3,3,5'11,168lbs,55,67,61,52,51,65,53,35,43,64,84,84,80,51,72,65,88,84,75,56,48,31,68,56,50,54,28,27,24,12,13,11,10,14,65
199491,Fran García,25,67,Left,1,3,2,5'9,143lbs,57,23,48,52,32,52,50,37,44,62,75,78,80,64,77,36,71,70,60,24,53,66,42,51,44,45,60,63,65,7,15,14,9,16,65
216387,S. Sané,25,67,Right,1,3,2,6'2,190lbs,30,63,63,50,60,61,32,27,29,63,70,76,71,63,63,68,62,53,81,55,53,23,59,36,61,63,24,28,26,7,10,10,11,7,65
232003,M. Solís,35,65,Right,1,2,1,6'1,183lbs,10,5,13,27,9,13,14,11,17,17,26,40,29,67,48,21,62,28,59,8,21,6,8,27,15,40,15,12,12,61,64,72,67,62,65
237635,F. Pick,22,73,Right,1,3,4,5'9,148lbs,60,52,40,60,48,69,47,42,54,66,88,85,84,58,79,50,60,65,46,44,32,17,60,45,51,47,19,24,26,14,12,11,9,11,65
244547,D. Merelli,22,71,Left,1,3,1,6'2,172lbs,10,8,14,36,8,14,13,12,34,12,28,25,52,55,39,22,45,22,55,6,23,15,6,37,11,50,13,13,12,66,64,62,61,68,65
217156,Zhang Lie,36,65,Right,1,3,1,6'3,187lbs,20,16,19,21,16,17,20,14,21,24,36,35,36,60,45,20,32,38,45,11,25,17,15,54,22,58,20,16,19,64,65,65,65,62,65
226628,E. Šipović,27,66,Right,1,2,2,6'6,201lbs,30,24,69,49,26,30,27,30,34,49,34,44,32,53,31,43,66,62,88,25,56,57,24,30,35,51,63,69,61,9,13,9,12,10,65
202053,R. Miyaichi,25,68,Right,2,4,3,6'0,157lbs,64,54,29,54,51,71,61,48,48,70,90,92,91,62,70,63,58,32,29,41,22,25,60,59,62,57,22,28,21,14,14,12,14,14,65
203845,L. Burnet,27,65,Left,1,2,3,5'7,143lbs,68,44,59,59,31,64,37,38,58,62,74,75,76,62,82,42,61,64,54,32,70,64,57,60,57,60,64,65,60,12,10,13,8,9,65
204101,C. Bickel,27,65,Right,1,4,3,5'10,154lbs,68,53,52,65,56,67,72,62,60,64,73,65,76,63,81,62,73,68,51,61,51,28,61,61,53,59,42,28,29,15,8,12,7,15,65
227909,J. McCarthy,25,70,Right,1,2,1,6'3,181lbs,17,17,17,27,18,12,15,13,16,14,35,34,38,54,42,22,55,33,60,13,32,19,19,18,18,45,14,13,15,66,64,58,63,68,65
237893,T. Dekker,20,72,Right,1,3,2,6'0,172lbs,63,22,53,62,35,53,60,33,58,65,75,71,73,56,62,35,62,65,71,35,55,61,43,53,32,66,60,68,67,13,12,7,14,8,65
240453,S. Niakaté,18,81,Left,1,3,2,6'0,168lbs,33,25,68,50,28,31,29,26,46,45,67,70,54,59,69,36,71,73,71,25,70,65,33,35,41,54,59,66,64,8,10,8,13,10,65
244037,D. Marcandella,21,74,Right,1,3,3,5'8,154lbs,65,60,51,62,54,66,67,55,62,64,75,71,71,69,71,61,72,61,59,59,41,22,62,64,58,57,31,25,22,11,8,6,14,13,65
180293,Park Won Jae,34,65,Left,1,3,2,5'9,152lbs,59,24,49,58,63,45,55,34,53,61,67,86,83,62,83,47,79,63,78,54,76,64,52,65,47,62,60,65,66,14,16,8,13,16,65
224070,N. Ioannidis,24,68,Right,1,3,2,6'2,176lbs,57,60,75,53,52,66,37,24,47,61,64,74,62,58,49,73,70,72,78,57,62,18,61,53,66,61,17,23,25,15,12,7,11,9,65
239686,A. Barylla,21,73,Right,1,3,2,5'10,165lbs,59,55,63,60,28,59,32,27,57,60,74,69,68,62,66,25,79,81,65,29,64,60,56,54,31,58,58,65,65,7,6,7,11,7,65
245062,J. González,26,69,Right,1,2,2,5'10,154lbs,32,29,61,65,30,36,36,34,31,65,58,62,45,55,67,49,65,63,55,26,59,62,25,32,45,55,66,70,72,15,6,14,14,6,65
188230,G. Treand,32,65,Right,1,3,2,5'10,163lbs,57,64,54,68,57,62,63,65,60,64,62,66,67,63,68,66,68,68,59,54,57,38,68,62,58,54,35,37,30,6,14,15,15,7,65
